Account ID	Summoner Name	Rank	Role	Lane	Wins	kills	deaths	assists	goldEarned	goldSpent	magicDamageDealt	magicDamageDealtToChampions	magicalDamageTaken	physicalDamageDealt	physicalDamageDealtToChampions	physicalDamageTaken	trueDamageDealt	trueDamageDealtToChampions	trueDamageTaken	totalDamageDealt	totalDamageDealtToChampions	totalDamageTaken	longestTimeSpentLiving	damageDealtToTurrets	damageDealtToObjectives	totalHeal	totalUnitsHealed	visionScore	wardsPlaced	wardsKilled	visionWardsBoughtInGame	sightWardsBoughtInGame	totalTimeCrowdControlDealt	damageSelfMitigated	timeCCingOthers	totalMinionsKilled	neutralMinionsKilled	largestCriticalStrike	neutralMinionsKilledTeamJungle	neutralMinionsKilledEnemyJungle	champLevel	doubleKills	tripleKills	quadraKills	pentaKills	unrealKills	inhibitorKills	turretKills	killingSprees	largestKillingSpree	largestMultiKill
mv9Ca1hkc1S6et1l8RknaqEnXPqIVdA7c9jcNWKUTluL3FI	СтранныйГурман	IRON III	SOLO	MID	49	7.58	7.19	6.66	11366.83	10291.16	30332.26	5930.3	8821.59	82437.3	10513.92	15317.46	7698.76	584.63	1117.17	120468.94	17029.41	25256.98	583.8	3794.47	8263.08	6540.79	2.26	15.16	8.5	0.59	0.0	0.0	183.38	15343.05	19.35	99.11	32.76	388.17	19.43	6.05	13.79	0.81	0.12	0.02	0.01	0.0	0.16	1.16	1.64	3.1	1.52
31z8ZYVZpC7NYQH7v8kEEMxXCwL9mhg_D_QI_fSAVYge2II	FirstBeer	IRON III	DUO_SUPPORT	BOTTOM	29	2.8	8.39	6.72	7799.15	7320.27	35321.95	6757.14	6739.92	26419.45	3178.79	11121.21	3607.13	187.23	591.04	65349.31	10123.77	18453.03	541.21	1419.07	4133.04	3692.43	2.95	15.06	10.1	0.52	0.0	0.0	200.77	8688.93	26.18	53.1	11.81	147.77	8.74	0.7	12.2	0.2	0.0	0.0	0.0	0.0	0.09	0.63	0.58	1.08	0.97
pyDqg7pE-juXE5jYdjZeOywPdKwIVYTVKIGT1xkKdy-vn0c	ЗУРА	IRON III	SOLO	MID	39	2.88	7.42	7.64	7815.25	7252.33	33041.52	6119.56	7235.76	32642.86	3783.0	11970.59	5232.47	542.45	1000.51	70917.57	10445.64	20207.73	477.34	1219.99	5341.59	4382.36	1.93	15.08	7.98	0.8	0.43	0.0	240.52	11368.92	18.52	60.36	23.12	27.85	14.47	3.54	12.1	0.14	0.01	0.0	0.0	0.0	0.07	0.4	0.52	1.14	0.98
vsPaHwON8q4JE20awjoDohS6Ac1rJn_ZaEqjs4zzHve6WdU	TacoBurger	IRON III	SOLO	JUNGLE	43	3.11	5.39	6.33	8479.05	7690.63	38837.81	4391.42	5945.09	47123.59	4324.86	11412.78	7236.11	543.48	972.02	93198.16	9260.37	18330.63	572.7	2163.98	7952.8	4144.54	1.43	12.16	5.95	0.87	0.07	0.0	146.56	13992.37	14.88	84.12	25.96	133.78	15.74	1.97	12.83	0.23	0.02	0.0	0.0	0.0	0.19	0.89	0.67	1.29	1.0
SQQDMS8UEyDRqBwqpHta0y2zznz-uFbxFogukPFdzDNyqh0	Эфория12	IRON III	SOLO	BOTTOM	44	4.72	7.48	7.3	9412.26	8548.08	26452.3	5505.54	7459.83	56339.49	6838.14	12333.42	7008.72	1043.72	833.22	89801.35	13388.22	20627.24	541.08	2515.27	4806.54	4893.0	1.99	13.78	7.57	0.57	0.09	0.0	193.72	11864.63	20.92	92.18	15.04	182.14	9.71	1.71	12.95	0.43	0.01	0.0	0.0	0.0	0.14	0.93	1.01	1.9	1.22
C9tAO63IvXlgULmoKnVpJesA6_RZpiYGKExQCEZEppHkDEg	LegionerSevera	IRON III	DUO_SUPPORT	BOTTOM	37	3.54	8.53	6.56	8862.62	8134.41	46542.99	7629.3	7762.21	38274.69	3622.4	14792.85	6429.35	552.57	973.73	91247.81	11804.92	23529.64	422.23	2492.37	7155.29	4914.35	1.64	20.47	10.54	1.26	0.96	0.0	448.24	16245.74	32.28	75.32	23.17	36.23	15.45	2.15	12.58	0.25	0.01	0.0	0.0	0.0	0.13	0.75	0.75	1.41	1.02
8-pVKTZj6POBPjzxrv46aD83nlRxXClVzZv6Fo2veK3714g	Kozir	IRON III	SOLO	TOP	48	4.04	9.05	7.08	8787.65	7796.39	21267.71	4084.79	8253.54	55221.86	7976.65	16639.01	6726.35	1006.25	1129.32	83216.58	13068.29	26022.66	449.18	2373.98	7959.57	4138.29	2.14	16.35	8.14	0.73	0.96	0.0	124.12	19658.17	12.88	86.43	11.24	304.39	6.26	0.9	12.99	0.27	0.03	0.0	0.0	0.0	0.15	0.75	0.82	1.35	1.17
v4Nyc7HaLKeMsMaAn98BiYW7Be3LHF44clZf_l4eE4yNpbs	dudos336	IRON III	NONE	JUNGLE	39	4.84	9.59	8.01	8460.57	7773.75	12417.41	3231.34	8701.11	47691.18	8742.93	16513.46	14196.65	494.4	1377.96	74305.8	12469.22	26593.37	430.58	1684.39	6069.97	5672.75	1.33	6.02	2.71	0.54	0.08	0.0	110.61	16480.44	11.68	46.77	26.02	14.99	16.55	2.35	12.32	0.29	0.05	0.01	0.0	0.0	0.06	0.64	1.03	1.57	1.23
Co7UgGHEvi1BxOb8uOqfqvpfqbSgqQVx-zjpXW1pt7Ydtis	Pazha Fester	IRON III	DUO_SUPPORT	BOTTOM	39	2.54	5.71	7.98	7278.12	6212.35	27211.92	5333.21	5568.9	13567.2	1512.06	11361.31	13963.1	471.46	1140.47	54742.92	7317.49	18071.35	563.05	1075.12	2367.14	5455.87	2.97	11.34	3.29	2.25	0.03	0.0	167.11	14565.17	23.69	30.95	17.71	29.83	12.48	2.18	11.56	0.16	0.01	0.0	0.0	0.0	0.02	0.37	0.54	1.13	0.95
lexTnVVqiRrQ38dVkGrQUAT74ugr6xZAlt3XG5DbLhkqtqk	ZMEI19860915	IRON III	NONE	JUNGLE	42	5.3	9.17	6.13	9816.58	9114.65	39800.95	6053.42	9510.78	60659.84	5154.54	21978.59	13304.96	338.66	1443.14	113766.47	11547.12	32933.32	440.83	2026.02	14931.87	12085.49	0.99	11.44	6.03	0.35	0.0	0.0	147.51	21026.34	15.03	49.62	66.03	2.57	41.84	7.93	12.45	0.46	0.06	0.0	0.0	0.0	0.17	1.1	1.16	1.59	1.26
xP5bHc1kZOTc3IKuvqGOlfhwfiVqkc4BT3U9mYK7B9fMqwM	5BOSS5	IRON III	SOLO	MID	43	5.04	7.2	6.6	9836.52	9280.14	42690.12	8457.39	9451.86	49267.82	5029.14	16258.7	10934.65	1737.63	1301.81	102893.45	15225.0	27013.36	571.7	4630.81	8306.7	5369.58	1.02	14.34	8.72	0.4	0.03	0.0	173.06	21861.84	14.98	104.93	14.31	21.24	8.82	2.04	13.92	0.37	0.04	0.01	0.0	0.0	0.21	1.23	1.08	2.0	1.21
t0mUgi6OKm8E-F5oSlfsqdgw9XiLYarBS7ebRLeHPcFNOoo	LoLoChan	IRON III	SOLO	TOP	44	4.69	6.85	6.39	9523.21	8764.15	29901.83	6203.38	8596.51	61887.66	7005.61	16429.31	8672.74	1359.12	1297.08	100463.04	14568.77	26323.74	571.57	2434.74	7060.1	5707.62	1.09	12.11	6.98	0.54	0.02	0.0	185.66	20196.06	19.62	85.83	29.43	107.55	19.74	2.64	13.43	0.27	0.04	0.0	0.0	0.0	0.21	0.79	1.08	2.0	1.19
BEVN_nVypY7RQojq8WRgLpX5Z5W7FGLON0tU0ij0jeR0lWw	CEMA4KA	IRON III	DUO_SUPPORT	BOTTOM	47	5.29	7.86	8.88	9272.67	8221.62	27112.48	7381.25	8745.65	46871.34	8365.94	13577.39	5581.99	484.92	1233.27	79566.47	16232.63	23557.14	467.65	2740.55	5071.23	3446.23	2.51	11.45	6.26	0.72	0.04	0.0	319.51	24373.15	27.19	79.59	5.69	237.3	2.43	0.86	13.04	0.5	0.05	0.01	0.0	0.0	0.09	0.72	1.24	2.07	1.26
tEYbdovvNEwIOqqzZjtpDlFxutlH42b6noCwsbXi3GA8BsA	DOXX	IRON III	SOLO	TOP	49	3.35	7.81	5.75	8943.0	8178.96	7377.26	2335.84	8810.17	88109.08	11873.91	20728.44	5536.18	174.09	1419.14	101023.08	14384.4	30958.55	576.87	4038.34	9378.65	2569.29	0.99	9.14	5.5	0.08	0.0	0.0	383.88	33060.62	27.89	94.32	13.44	20.98	8.17	2.61	13.77	0.12	0.01	0.0	0.0	0.0	0.12	1.06	0.73	1.38	1.01
jv_GOymtwR54uhkhIIoumlULEKQEGXFo1kcQhRIpKmyDwhI	Shmit61	IRON III	SOLO	MID	48	3.56	9.09	5.98	9007.05	8232.39	61674.13	9962.03	8140.93	36283.02	3623.9	15408.31	7449.27	1117.99	1237.74	105407.17	14704.51	24787.83	464.93	3986.15	6184.79	4079.46	0.95	17.15	9.13	0.64	0.27	0.0	225.77	17690.63	20.24	99.86	11.78	58.82	7.75	1.42	13.71	0.23	0.02	0.0	0.0	0.0	0.17	1.1	0.71	1.34	1.14
spWZ35dqlqNXOmLHn1cYiy1P3RKEgQ0idAu_lyzCEC9iYQ8	KavayNyashechka	IRON III	DUO_CARRY	BOTTOM	44	6.79	6.76	6.25	10372.63	9533.05	34218.73	6835.84	7722.25	61665.64	8147.66	11825.54	6279.91	487.0	852.69	102164.97	15471.02	20401.4	555.98	2239.29	7493.12	3907.76	1.52	10.94	6.38	0.46	0.0	0.0	88.74	13596.16	10.58	92.55	29.04	181.23	21.23	1.56	13.42	0.77	0.1	0.03	0.01	0.0	0.19	0.7	1.58	2.76	1.47
qxxUTZ3CbGNxTUEXbAtsvdpol-8Is0DUZB5y_bCUZ5mWvcw	DotarDeni	IRON III	DUO_SUPPORT	BOTTOM	46	3.54	8.83	8.64	8402.28	7735.95	39253.64	9433.31	6792.1	32119.28	4393.08	12301.79	3643.35	457.05	855.64	75016.96	14284.09	19950.41	488.68	1268.49	4007.55	2614.38	2.38	14.27	9.04	0.36	0.01	0.0	155.61	10427.39	25.6	71.54	7.53	127.83	4.8	0.66	12.89	0.26	0.02	0.0	0.0	0.0	0.04	0.52	0.71	1.34	1.1
pgixZZG0AhFQ9iU-A-CC4muz7W7FfV3mnBu8BnZU6JVh0KI	GarikProst	IRON III	DUO_SUPPORT	BOTTOM	44	5.89	8.7	11.12	10483.49	9521.46	39475.11	12034.81	9294.6	40521.78	6750.78	15082.38	4927.52	766.53	1619.28	84925.08	19552.65	25997.15	532.64	1625.13	3861.23	4302.09	2.06	21.03	10.37	0.95	0.6	0.0	473.98	20807.36	38.01	66.96	15.67	214.61	10.23	1.42	14.07	0.49	0.04	0.0	0.0	0.0	0.06	0.38	1.27	2.37	1.37
xByazkD6F_iPttOrzpeADmqpagdacLLU25UxZCVb01xXo9M	Lolies	IRON III	SOLO	MID	44	4.15	7.12	8.49	9190.3	8478.85	68776.4	11598.48	6974.81	17947.4	2334.29	10313.74	4765.11	569.05	865.42	91489.51	14502.32	18154.66	499.53	1513.64	4183.76	1682.09	1.0	14.43	8.06	0.64	0.01	0.0	356.55	9891.64	37.45	107.17	5.77	51.51	1.56	0.42	13.13	0.26	0.03	0.0	0.0	0.0	0.11	0.55	0.93	1.55	1.07
c3s2Lrj2emx2t5McgLnMRVxNhWIBHkRtezp_JxTX4uaFnWg	Тулкас	IRON III	DUO_SUPPORT	BOTTOM	50	4.64	8.25	9.19	9727.65	8541.38	36780.66	7012.4	10643.99	51731.51	5710.52	16743.69	8474.54	1076.73	1132.07	96987.55	13800.24	28520.59	532.61	2423.75	7203.63	5133.58	1.01	21.01	12.18	0.47	0.0	0.0	256.18	21933.21	31.13	64.52	33.37	197.55	22.92	2.38	13.72	0.27	0.02	0.0	0.0	0.0	0.11	0.67	0.91	1.53	1.21
7QXNu8YERsBV0HI0vCwcaPThyg8zPtP7OnF5VnmpJnhncxQ	BleckCidi	IRON III	NONE	BOTTOM	48	4.24	5.61	7.9	8638.33	7647.05	23430.17	4689.6	6470.88	40593.4	6184.81	12581.17	6286.59	737.12	715.15	70310.83	11612.18	19768.0	713.74	2008.96	6927.84	4662.52	1.56	18.78	9.24	0.99	0.54	0.0	152.45	11480.78	16.47	53.22	23.09	207.54	16.14	0.9	12.37	0.31	0.03	0.0	0.0	0.0	0.11	0.66	0.98	1.99	1.13
8NOM6uMNcXpFq1wt3yS2Zcgub0VVqQVbSl9hgyx5AdZUcWE	LehaShar	IRON III	SOLO	TOP	52	4.84	5.97	7.23	9708.95	8591.87	12592.52	2253.58	8173.98	90929.44	10554.97	13465.84	5641.13	667.63	974.31	109163.67	13476.71	22614.91	543.61	3255.64	6148.55	4494.66	2.33	12.5	7.52	0.48	0.01	0.0	125.04	15799.51	12.29	109.48	15.91	408.33	10.49	1.48	13.42	0.48	0.06	0.01	0.01	0.0	0.15	1.11	0.92	2.31	1.23
7n37go6RajHIhaqbvKRL0yIhYZ3pYIKp145cIr518nRCwCU	mrWhiteFox364	IRON III	NONE	BOTTOM	48	6.3	5.67	7.62	10082.2	9097.28	9331.37	1987.34	6123.71	80767.11	10832.77	11994.26	5929.9	490.23	736.53	96029.14	13310.95	18855.36	587.67	2383.79	7910.49	5734.14	3.14	19.66	9.18	1.39	0.48	0.0	133.65	10459.92	14.37	73.04	34.16	374.57	19.9	3.54	12.91	0.56	0.03	0.01	0.0	0.0	0.1	0.78	1.48	2.89	1.35
RMhaOWo1GC5YshjUEjnpP3k_Hni9_TZXysfOffZdXpPBYCo	Я есть ГРУТТ	IRON III	SOLO	TOP	45	4.1	5.9	5.71	9276.09	8697.03	31411.25	3802.54	6971.31	72981.11	7672.39	11553.87	8171.44	1487.22	1212.04	112564.78	12963.03	19738.22	600.75	2771.35	8433.83	3169.4	0.98	15.17	8.11	0.68	0.77	0.0	174.62	20356.38	18.4	104.78	25.73	18.14	16.37	2.88	13.39	0.23	0.02	0.01	0.0	0.0	0.16	1.1	0.95	1.71	1.08
w4hXpTpLK7pGyMIjU8LgQ8iz-LMllc49wBiLdLQZ6HmVzvs	Раман	IRON III	SOLO	MID	44	3.67	7.02	7.26	9318.04	8434.1	79173.78	13701.41	7244.27	24615.78	1820.23	11322.73	4980.58	443.46	805.97	108771.0	15965.79	19373.86	609.94	2308.38	6245.47	3936.47	2.62	16.15	9.51	0.69	0.01	0.0	300.55	10383.06	25.87	103.12	15.06	57.25	10.12	1.06	14.01	0.26	0.02	0.0	0.0	0.0	0.21	0.8	0.75	1.41	1.17
Xv7_LMe5Nc2g9pDjXqPKspU1jggBiPZa7zd2nXT8csNLcHQ	SIMON PHOENIX	IRON III	DUO_CARRY	BOTTOM	41	2.23	4.1	6.45	7169.02	6220.35	13930.69	4387.34	4765.68	29182.91	3761.42	7638.05	3844.35	54.02	454.37	46958.67	8203.39	12858.81	725.18	1527.27	3224.73	1503.58	2.06	15.15	7.89	0.87	0.43	0.0	100.95	8726.73	13.71	55.52	4.19	37.95	1.99	0.55	11.37	0.08	0.0	0.0	0.0	0.0	0.16	0.53	0.46	1.27	0.82
rORYvGhWVq0rQ3s1gTFu0bocx67PkQY-L12g4yvYOiqOL6s	Santaybiysa	IRON III	NONE	JUNGLE	42	6.37	9.09	8.13	9958.45	9114.9	13905.7	2585.63	8981.79	72590.26	11188.15	15968.22	9313.13	1280.0	1220.04	95809.86	15054.48	26170.86	468.11	894.05	7754.12	7493.25	2.75	19.83	9.55	1.84	0.0	0.0	129.73	16104.83	13.69	59.54	45.08	208.06	28.31	4.66	12.94	0.52	0.09	0.03	0.0	0.0	0.18	0.48	1.4	2.1	1.31
4Ab_97zr9QXeOvDLJTARE9jUG94l6qxBPS6j9RXE3Yfc84o	AllStarsWgAs	IRON III	DUO_SUPPORT	BOTTOM	44	7.03	6.06	9.96	9919.22	8718.93	25671.44	8389.33	6847.32	29016.72	7600.79	9490.06	3795.4	1134.12	671.47	58484.34	17124.85	17009.68	587.05	1878.59	3797.76	6737.59	3.87	26.84	16.75	0.78	0.37	0.0	109.56	8893.49	36.05	55.1	3.08	197.95	1.14	0.41	12.99	0.56	0.07	0.0	0.0	0.0	0.2	0.56	1.42	3.45	1.32
XIdrBphVgDwfNFoh7voqxmR7MEhajoLjOecSdzVkGFNLMD8	VivalaWhite	IRON III	NONE	JUNGLE	43	6.7	8.89	7.27	10058.8	9147.67	19039.79	4170.3	9402.68	66189.79	11142.19	17443.47	6199.85	1161.59	1427.26	91430.08	16474.74	28274.21	511.44	2212.87	8347.32	6454.42	1.65	8.14	4.18	0.83	0.01	0.0	142.12	18030.52	16.98	63.78	32.2	250.95	23.22	3.0	13.24	0.69	0.17	0.02	0.0	0.0	0.12	0.68	1.45	2.41	1.4
WeZFJBgeXVnEcgozpnoK2bSUxAnywrZ3pkQqmwPATGD-ht8	Belian	IRON III	SOLO	TOP	48	5.05	7.3	7.45	9933.65	9206.68	20815.32	4197.19	8870.19	80806.38	9581.33	15008.28	7150.91	812.43	1207.37	108773.28	14591.66	25086.66	546.61	2666.93	9809.74	5288.22	1.53	10.36	5.15	0.54	0.04	0.0	177.6	17812.75	14.37	102.43	21.59	241.09	12.7	1.68	13.46	0.49	0.06	0.01	0.0	0.0	0.1	0.81	1.19	2.24	1.34
K3YN27QkqYgLevfIv54QX_JljSFHsjM0ZD0N0uvkG8Hb0sk	Sadukov	IRON III	SOLO	TOP	41	5.35	7.09	6.81	10006.17	9382.33	43740.46	9551.26	6958.55	56197.96	6666.3	12119.06	4854.86	941.51	945.88	104794.07	17159.85	20024.25	584.46	3914.66	7391.95	1567.22	0.95	23.58	15.64	0.65	0.71	0.0	159.81	11011.19	13.91	105.08	3.52	241.47	1.76	0.56	13.69	0.37	0.03	0.0	0.0	0.0	0.1	1.23	1.25	2.24	1.11
jhXR-4c2AN_KYYVr0cd9fyIDf4Pd070fx4eGQ-wCBs6OprU	lineagert	IRON III	DUO_CARRY	BOTTOM	42	6.89	7.79	7.54	11017.53	10152.9	15653.82	3389.25	8205.09	101999.65	15138.16	11084.87	5730.26	370.37	1036.86	123384.44	18898.37	20327.68	513.62	4474.27	7594.58	2866.32	2.15	9.14	5.55	0.27	0.0	0.0	170.4	11695.53	15.69	123.81	3.88	832.59	1.33	0.18	13.65	0.71	0.12	0.01	0.01	0.0	0.33	1.17	1.65	2.45	1.39
y8IKB-hafQKOGzostrXK__EJTInlJ9t6gTsTF71zNcevJOM	Dhrupad	IRON III	DUO_CARRY	BOTTOM	47	4.61	8.45	7.14	9496.48	8833.65	24880.06	4644.28	8539.9	72378.21	8792.09	18034.92	7429.87	547.11	1346.41	104688.79	13984.1	27921.93	448.33	1706.88	7685.76	4305.38	1.91	13.97	7.05	0.91	0.0	0.0	147.96	21170.82	11.69	97.07	27.77	198.46	16.44	3.12	12.81	0.35	0.03	0.01	0.0	0.0	0.25	0.69	1.03	1.47	1.22
yszaMakLZgsMrcTdj6kK_zCy3tKkjubYaHPmUtyGyX9aaGo	KlasifieDX	IRON III	DUO_SUPPORT	BOTTOM	43	3.28	7.47	8.84	7733.73	6892.15	17738.01	4040.08	8447.91	32944.32	4461.47	14714.78	4935.43	673.21	1416.2	55618.61	9175.4	24579.75	422.46	1368.74	4494.74	5418.62	2.94	14.04	7.86	0.54	0.18	0.0	188.76	19569.62	21.91	41.31	17.95	38.66	13.25	0.78	11.84	0.17	0.03	0.0	0.0	0.0	0.07	0.48	0.68	1.19	0.93
p2z7cZgHxrpfE3H2atKtnoMLSRZAFn7ZyiBNW18PIvCQ8JM	LegendаryMouse	IRON III	DUO_CARRY	BOTTOM	35	4.06	7.73	7.69	9943.03	9120.27	17903.05	4630.42	6655.26	81991.75	8476.38	11555.98	4433.66	194.2	736.18	104329.16	13301.6	18948.23	555.24	2985.84	6679.8	3999.57	2.71	19.37	11.74	0.93	0.92	0.0	96.68	8825.0	13.12	108.34	10.89	553.89	6.82	1.22	13.71	0.34	0.05	0.01	0.0	0.0	0.12	1.01	0.81	1.46	1.23
jY5-6YfMZ4ymGKa4oZpFVBSJYjswnBHrPOYcd0Q0uxWMC6Q	Silver Silen	IRON III	DUO_SUPPORT	BOTTOM	48	4.46	7.57	11.53	9643.02	8676.06	33153.57	8659.01	8538.57	30239.33	5180.35	11731.67	6475.35	606.53	839.19	69868.94	14446.55	21110.28	504.59	2363.94	4293.79	5541.42	5.35	22.3	12.13	0.66	0.08	0.0	225.21	12487.36	34.28	67.55	3.88	110.54	2.32	0.15	13.11	0.4	0.07	0.02	0.01	0.0	0.07	0.69	0.94	1.73	1.2
NLZJirBruD0rJ-qA9sbvdBarAO9d55KqUtj_USC68ac-2gI	ENDragnil	IRON III	NONE	JUNGLE	38	3.94	7.97	6.4	8280.83	7695.46	27912.6	5001.89	7728.22	42284.19	5423.12	15787.51	6422.4	286.5	1074.01	76619.94	10712.09	24590.6	484.76	1502.42	7975.07	6342.77	1.55	11.13	5.64	0.46	0.0	0.0	179.2	14806.32	19.55	58.61	29.56	25.68	18.49	1.63	12.19	0.22	0.05	0.0	0.0	0.0	0.04	0.59	0.88	1.47	1.1
tiy5E0_qhCKuhUvxp_g4vQL1VQDP66F3_60JQNEJed15xgE	Androksus2	IRON III	NONE	JUNGLE	36	5.38	8.88	5.06	8794.78	7855.25	13410.92	2468.23	7575.62	59544.41	8454.4	13450.86	6449.08	856.68	883.78	79405.07	11779.86	21911.05	395.49	1907.62	6411.43	5035.96	1.0	6.43	3.36	0.31	0.0	0.0	132.8	11599.99	9.74	57.2	31.05	63.92	19.53	3.91	12.16	0.59	0.1	0.04	0.01	0.0	0.13	0.64	1.16	1.7	1.38
fNSjGLm7scitZeNBB7dSzeiHmvCnnZmtQPe8qPkLY1sOqOg	UA Vetal	IRON III	DUO_CARRY	BOTTOM	55	8.25	9.77	7.82	10709.76	9971.02	14708.7	3439.99	6962.34	78475.89	13233.67	12734.95	7930.07	1383.89	894.68	101115.37	18058.15	20592.83	395.17	2724.3	7363.69	3633.34	1.22	16.04	8.35	0.88	0.54	0.0	128.28	11121.06	16.05	87.62	25.54	477.68	13.95	2.96	12.93	0.91	0.15	0.0	0.0	0.0	0.13	1.02	1.95	2.62	1.57
FtqRBqKeOivE3tzPfLEdr1wgfjfiJvWywBzZ7g3qVMk8WIg	gon42rus	IRON III	SOLO	BOTTOM	38	5.04	9.93	7.41	10014.85	9064.93	29620.56	5674.66	11301.81	63317.99	8753.51	19794.06	7815.03	550.0	1751.71	100754.33	14978.81	32848.44	418.22	4803.65	7889.81	5625.07	2.22	7.78	4.21	0.58	0.01	0.0	175.05	25608.55	22.81	99.5	10.03	156.64	5.8	0.6	13.77	0.54	0.05	0.0	0.0	0.0	0.3	1.5	1.05	1.61	1.26
9lsZtTlrU3NXXVd6ypxptpgXlHHy4cKZVR5KyDWPEwb8f2w	POTRIARX	IRON III	DUO_SUPPORT	BOTTOM	46	4.29	5.96	11.09	9148.42	8298.1	34700.16	7018.82	8850.54	20035.52	3107.64	12580.66	6670.13	1190.13	989.16	61406.57	11317.23	22421.16	627.46	1669.12	5520.25	5692.05	2.71	38.74	18.2	2.21	2.32	0.0	285.41	17437.94	34.96	52.32	12.78	1.4	6.96	1.59	12.98	0.21	0.01	0.0	0.0	0.0	0.1	0.46	0.97	1.88	1.13
1R3UgBRDbk2lWnLAoaB3hWoG74SuyQsmowSZcD0p5V63Zjc	MrKrak	IRON III	SOLO	MID	38	6.0	7.17	5.82	9333.69	8374.65	34586.1	8635.8	7415.7	41901.59	6314.11	12085.11	6230.03	914.73	960.75	82718.5	15865.34	20462.45	460.05	2712.23	4117.26	3834.81	1.46	10.27	5.96	0.54	0.04	0.0	103.52	11117.22	15.37	87.28	9.72	121.07	5.41	2.18	12.88	0.55	0.11	0.02	0.0	0.0	0.14	0.73	1.52	2.11	1.26
IzDeDBAHHyygU_dgRnU64wbkJwQsKYkiecPUhP9rknM8PP4	MirrorrySly	IRON III	DUO_SUPPORT	BOTTOM	51	4.88	5.69	12.65	9743.51	8625.0	51643.34	14281.42	6594.54	14067.22	2245.72	8295.84	3139.39	805.54	624.95	68850.59	17333.31	15516.14	620.66	1509.43	3535.38	4714.83	2.32	32.78	16.64	1.75	2.62	0.0	162.45	10365.92	39.41	58.12	6.61	30.03	4.13	0.83	13.46	0.29	0.03	0.01	0.0	0.0	0.06	0.38	1.0	2.18	1.13
OKUmV4n5YMTOIJXiWJvnD0B1J6V0I2dnJ-VtAZvINcMc0kM	НаглыйПечень	IRON III	SOLO	MID	43	5.53	6.85	7.67	9730.49	9004.67	60871.71	12367.29	8664.77	31690.4	3478.74	11841.77	6019.18	387.87	998.68	98582.14	16234.53	21506.12	613.13	1800.39	4897.6	4196.45	1.15	7.75	4.27	0.37	0.58	0.0	126.59	11299.43	15.14	94.07	18.51	94.48	12.46	1.48	13.72	0.46	0.06	0.01	0.0	0.0	0.09	0.48	1.17	2.12	1.28
gEOyVFBapyoLrPgHp412Vb3THYnmsBprmeIp-brHYNx0Muo	VLADIMIRTHEGREAT	IRON III	SOLO	MID	44	3.7	6.66	8.93	8883.62	8178.69	11070.33	2115.52	8431.87	64355.82	9905.78	11758.56	4553.78	104.52	761.6	79980.5	12126.43	20952.79	585.18	2891.68	6405.1	4629.26	2.56	23.47	8.98	1.15	1.66	0.0	108.17	11981.45	5.17	92.11	5.68	0.0	2.8	0.67	13.47	0.22	0.02	0.0	0.0	0.0	0.11	0.63	0.79	1.64	1.12
Yr85fjAxN1TFlBcCISlZZRMx6sHAf5hqJG-f9wnnomZN924	xXISwordIXx	IRON II	SOLO	MID	50	7.96	7.16	7.25	10978.66	10006.42	50946.34	10373.22	7234.06	56247.21	7684.53	13870.12	11408.65	2840.68	903.0	118602.99	20899.3	22008.0	543.7	3082.76	7715.24	3578.88	0.92	18.03	8.32	0.87	0.55	0.0	240.81	14507.58	23.48	98.57	26.97	235.64	16.85	3.06	13.86	0.7	0.1	0.02	0.0	0.0	0.24	0.8	1.73	3.34	1.47
lOboPhO2-z5gGYmrbgg0fU60FTEiIQ4Bw8S5DjSpgA1ELf4	Рыжая123	IRON II	DUO_SUPPORT	BOTTOM	41	3.46	7.03	12.72	8813.67	7657.85	33276.66	10012.08	7566.43	10172.24	1829.48	10445.3	2755.61	562.62	598.42	46205.2	12404.82	18611.17	530.93	1966.28	3490.12	6650.11	3.85	30.09	15.47	1.25	1.29	0.0	96.03	9824.13	26.58	35.08	1.23	34.16	0.28	0.12	12.85	0.16	0.01	0.0	0.0	0.0	0.13	0.52	0.63	1.25	1.03
6ViFpCvrVO6Dbs4_Cx9jpeoGdQkU_JOyzV96fmg8ZZOqJ1o	Gold42	IRON II	SOLO	TOP	48	3.85	7.4	9.98	8743.46	7918.66	36931.04	9707.06	7958.83	32867.28	4280.35	13348.47	7249.17	509.4	1286.42	77048.28	14497.45	22594.56	554.81	2091.82	6060.25	3935.57	2.05	28.2	12.32	1.32	1.92	0.0	439.9	28115.72	33.07	80.68	8.63	9.39	4.29	0.88	13.36	0.21	0.02	0.0	0.0	0.0	0.07	0.82	0.76	1.49	1.03
om0uiaRUVMmx8VsvPtmqwAnMFSsgkZzTwnQlbQ3ML09dGUk	XXLT	IRON II	SOLO	TOP	49	6.68	8.19	6.82	10606.79	10296.2	41057.9	9575.77	9125.76	55661.67	8016.53	15389.84	6920.11	1131.2	1245.24	103640.64	18724.3	25761.77	520.73	3509.53	5762.14	5457.75	1.08	4.33	2.34	0.28	0.05	0.0	179.94	18263.18	17.94	109.29	13.1	169.96	8.95	1.7	14.09	0.71	0.11	0.01	0.0	0.0	0.13	1.0	1.62	2.24	1.4
